Game,Draw Date,Winning Combination,Jackpot (PHP),Winners
Ultra Lotto 6/58,2019-09-15,08-34-55-31-01-11,"172,524,155.20",0
Super Lotto 6/49,2019-09-15,14-05-15-38-41-46,"17,012,462.60",0
Lotto 6/42,2019-09-14,42-33-26-38-34-03,"16,079,534.20",0
Grand Lotto 6/55,2019-09-14,06-12-13-34-17-47,"37,475,148.00",0
6D Lotto,2019-09-14,2-1-7-8-6-2,"3,631,473.74",0
Ultra Lotto 6/58,2019-09-13,44-49-42-18-20-04,"166,545,369.20",0
Mega Lotto 6/45,2019-09-13,13-19-04-36-16-33,"29,250,270.20",0
4D Lotto,2019-09-13,1-0-5-2,"12,654.00",66
Super Lotto 6/49,2019-09-12,26-13-47-07-21-20,"15,840,000.00",0
Lotto 6/42,2019-09-12,37-03-17-25-30-31,"13,499,470.80",0
6D Lotto,2019-09-12,8-2-7-2-6-7,"3,321,144.60",0
Mega Lotto 6/45,2019-09-11,23-03-13-32-44-25,"26,312,893.60",0
Grand Lotto 6/55,2019-09-11,12-33-27-02-50-53,"34,793,812.00",0
4D Lotto,2019-09-11,7-7-2-7,"10,000.00",39
Ultra Lotto 6/58,2019-09-10,30-13-09-11-47-01,"160,077,065.60",0
Super Lotto 6/49,2019-09-10,23-46-29-12-14-09,"15,840,000.00",0
Lotto 6/42,2019-09-10,24-07-09-36-23-06,"11,030,189.20",0
6D Lotto,2019-09-10,1-0-7-6-2-4,"3,011,724.20",0
Mega Lotto 6/45,2019-09-09,35-39-37-22-31-10,"23,489,800.40",0
Grand Lotto 6/55,2019-09-09,35-41-17-55-23-28,"32,315,086.20",0
4D Lotto,2019-09-09,9-7-1-5,"33,951.00",14
Ultra Lotto 6/58,2019-09-08,56-53-49-40-20-07,"154,617,734.80",0
Super Lotto 6/49,2019-09-08,19-10-24-25-13-33,"15,840,000.00",0
Lotto 6/42,2019-09-07,40-28-31-17-34-10,"8,920,800.60",0
Grand Lotto 6/55,2019-09-07,44-03-40-43-02-48,"29,978,140.60",0
6D Lotto,2019-09-07,5-5-3-0-1-1,"2,961,724.20",0
Ultra Lotto 6/58,2019-09-06,43-57-50-12-49-19,"148,951,507.20",0
Mega Lotto 6/45,2019-09-06,39-22-21-36-26-23,"20,739,474.20",0
4D Lotto,2019-09-06,8-2-3-0,"23,845.00",20
Super Lotto 6/49,2019-09-05,44-04-30-08-10-41,"15,840,000.00",0
Lotto 6/42,2019-09-05,16-15-40-20-39-19,"6,564,745.20",0
6D Lotto,2019-09-05,5-5-7-0-1-1,"2,911,724.20",0
Mega Lotto 6/45,2019-09-04,42-34-31-45-30-41,"17,982,600.80",0
Grand Lotto 6/55,2019-09-04,45-26-39-33-25-50,"29,700,000.00",0
4D Lotto,2019-09-04,4-9-8-6,"53,449.00",14
Ultra Lotto 6/58,2019-09-03,43-49-14-55-44-33,"142,529,940.40",0
Super Lotto 6/49,2019-09-03,31-08-27-29-39-43,"15,840,000.00",0
Lotto 6/42,2019-09-03,32-06-09-24-18-04,"5,940,000.00",0
6D Lotto,2019-09-03,3-2-9-6-8-2,"2,702,545.44",0
Mega Lotto 6/45,2019-09-02,36-37-31-05-07-06,"15,204,209.40",0
Grand Lotto 6/55,2019-09-02,48-20-52-11-22-05,"29,700,000.00",0
4D Lotto,2019-09-02,6-6-4-7,"63,572.00",12
Ultra Lotto 6/58,2019-09-01,40-27-54-38-30-24,"137,220,794.80",0
Super Lotto 6/49,2019-09-01,41-44-03-29-37-43,"15,840,000.00",0
Lotto 6/42,2019-08-31,36-33-21-41-22-35,"5,940,000.00",0
Grand Lotto 6/55,2019-08-31,29-06-28-45-36-07,"29,700,000.00",0
6D Lotto,2019-08-31,5-1-0-6-7-3,"2,306,097.02",0
Ultra Lotto 6/58,2019-08-30,54-14-15-35-55-34,"131,752,290.00",0
Mega Lotto 6/45,2019-08-30,42-12-37-08-35-06,"12,470,331.60",0
4D Lotto,2019-08-30,2-9-7-2,"13,126.00",51
Super Lotto 6/49,2019-08-29,07-24-14-18-17-27,"61,099,961.40",1
Lotto 6/42,2019-08-29,08-07-40-11-05-42,"14,394,232.40",1
6D Lotto,2019-08-29,1-2-6-6-4-1,"2,256,097.02",0
Mega Lotto 6/45,2019-08-28,13-11-45-03-25-26,"9,855,289.20",0
Grand Lotto 6/55,2019-08-28,41-50-24-26-52-03,"29,700,000.00",0
4D Lotto,2019-08-28,3-3-0-3,"33,530.00",23
Ultra Lotto 6/58,2019-08-27,39-57-47-18-41-31,"125,834,153.60",0
Super Lotto 6/49,2019-08-27,34-04-06-43-19-47,"57,327,731.40",0
Lotto 6/42,2019-08-27,06-03-41-24-19-18,"11,874,809.40",0
6D Lotto,2019-08-27,6-5-0-7-8-0,"2,080,247.12",0
Mega Lotto 6/45,2019-08-26,32-17-14-18-36-22,"8,910,000.00",0
Grand Lotto 6/55,2019-08-26,16-38-30-27-22-37,"29,700,000.00",0
4D Lotto,2019-08-26,8-9-0-6,"32,728.00",19
Ultra Lotto 6/58,2019-08-25,43-13-10-09-15-17,"121,317,461.20",0
Super Lotto 6/49,2019-08-25,13-32-35-10-21-08,"54,466,318.40",0
Lotto 6/42,2019-08-24,14-36-17-13-10-02,"9,702,089.20",0
Grand Lotto 6/55,2019-08-24,31-16-34-08-52-20,"29,700,000.00",0
6D Lotto,2019-08-24,6-7-0-4-4-6,"1,726,434.10",0
Ultra Lotto 6/58,2019-08-23,45-22-16-56-43-19,"116,787,093.60",0
Mega Lotto 6/45,2019-08-23,16-06-01-24-42-29,"8,910,000.00",0
4D Lotto,2019-08-23,1-5-0-7,"19,286.00",42
Super Lotto 6/49,2019-08-22,14-02-37-34-04-44,"51,225,850.80",0
Lotto 6/42,2019-08-22,26-35-21-19-29-28,"7,246,650.80",0
6D Lotto,2019-08-22,8-3-5-8-7-8,"1,390,013.18",0
Mega Lotto 6/45,2019-08-21,26-10-37-34-45-27,"8,910,000.00",0
Grand Lotto 6/55,2019-08-21,39-18-50-15-04-23,"29,700,000.00",0
4D Lotto,2019-08-21,1-2-8-5,"38,488.00",22
Ultra Lotto 6/58,2019-08-20,12-47-09-06-20-35,"111,451,917.60",0
Super Lotto 6/49,2019-08-20,15-44-21-09-13-30,"47,427,732.60",0
Lotto 6/42,2019-08-20,19-16-15-07-08-23,"5,940,000.00",0
6D Lotto,2019-08-20,0-8-9-4-1-0,"949,400.92",0
Mega Lotto 6/45,2019-08-19,09-29-31-26-18-20,"17,437,386.20",1
Grand Lotto 6/55,2019-08-19,26-49-54-31-38-32,"29,700,000.00",0
4D Lotto,2019-08-19,7-0-4-3,"61,207.00",15
Ultra Lotto 6/58,2019-08-18,56-42-52-27-38-22,"107,247,950.80",0
Super Lotto 6/49,2019-08-18,29-33-12-20-24-37,"44,738,215.40",0
Lotto 6/42,2019-08-17,10-22-38-13-30-40,"5,940,000.00",0
Grand Lotto 6/55,2019-08-17,03-47-54-14-18-16,"29,700,000.00",0
6D Lotto,2019-08-17,7-6-9-8-5-1,"827,342.60",0
Ultra Lotto 6/58,2019-08-16,52-50-51-14-37-54,"102,822,514.40",0
Mega Lotto 6/45,2019-08-16,32-40-42-13-33-38,"14,570,759.40",0
4D Lotto,2019-08-16,6-2-3-6,"69,249.00",13
Super Lotto 6/49,2019-08-15,13-25-26-33-34-40,"41,512,889.20",0
Lotto 6/42,2019-08-15,16-06-33-37-27-21,"62,009,594.60",2
6D Lotto,2019-08-15,5-7-2-7-6-7,"463,334.58",0
Mega Lotto 6/45,2019-08-14,07-40-19-21-35-10,"11,892,908.40",0
Grand Lotto 6/55,2019-08-14,03-41-21-40-17-55,"29,700,000.00",0
4D Lotto,2019-08-14,0-3-2-1,"12,525.00",43
Ultra Lotto 6/58,2019-08-13,51-16-10-02-04-32,"98,276,940.40",0
Super Lotto 6/49,2019-08-13,39-25-17-38-01-30,"38,856,583.60",0
Lotto 6/42,2019-08-13,13-26-25-03-39-12,"57,172,056.20",0
6D Lotto,2019-08-13,2-2-9-9-0-3,"312,822.42",0
Mega Lotto 6/45,2019-08-12,35-36-40-25-12-28,"9,267,081.60",0
Grand Lotto 6/55,2019-08-12,32-07-10-21-20-19,"83,064,102.60",1
4D Lotto,2019-08-12,2-0-8-1,"20,089.00",36
Ultra Lotto 6/58,2019-08-11,46-05-32-31-12-27,"95,142,867.80",0
Super Lotto 6/49,2019-08-11,34-23-44-48-36-06,"36,780,470.60",0
Lotto 6/42,2019-08-10,18-23-29-34-21-39,"53,004,179.00",0
Grand Lotto 6/55,2019-08-10,25-44-48-55-42-15,"79,376,448.00",0
6D Lotto,2019-08-10,5-5-2-8-2-8,"1,195,291.00",2
Ultra Lotto 6/58,2019-08-09,29-20-11-44-09-26,"91,494,191.40",0
Mega Lotto 6/45,2019-08-09,37-19-03-18-43-23,"8,910,000.00",0
4D Lotto,2019-08-09,0-8-1-1,"10,000.00",246
Super Lotto 6/49,2019-08-08,39-37-24-04-27-05,"33,775,684.00",0
Lotto 6/42,2019-08-08,13-31-26-37-14-18,"48,887,998.00",0
6D Lotto,2019-08-08,6-4-0-1-7-2,"2,271,874.74",0
Mega Lotto 6/45,2019-08-07,37-45-43-21-23-41,"8,910,000.00",0
Grand Lotto 6/55,2019-08-07,29-38-54-36-14-49,"75,857,270.20",0
4D Lotto,2019-08-07,2-4-4-2,"21,275.00",42
Ultra Lotto 6/58,2019-08-06,29-09-08-55-07-24,"88,604,433.60",0
Super Lotto 6/49,2019-08-06,02-42-28-06-37-01,"31,341,063.20",0
Lotto 6/42,2019-08-06,27-23-41-38-03-07,"44,776,239.00",0
6D Lotto,2019-08-06,7-7-4-9-5-7,"1,931,632.74",0
Mega Lotto 6/45,2019-08-05,44-34-27-16-28-37,"8,910,000.00",0
Grand Lotto 6/55,2019-08-05,50-14-11-09-53-54,"72,149,634.80",0
4D Lotto,2019-08-05,0-2-9-2,"72,724.00",12
Ultra Lotto 6/58,2019-08-04,01-12-43-05-41-02,"85,687,251.40",0
Super Lotto 6/49,2019-08-04,19-18-17-43-32-02,"29,322,510.80",0
Lotto 6/42,2019-08-03,19-26-14-16-20-24,"40,978,142.80",0
Grand Lotto 6/55,2019-08-03,30-23-02-47-45-12,"68,589,972.40",0
6D Lotto,2019-08-03,4-8-8-7-7-2,"1,796,098.12",0
Ultra Lotto 6/58,2019-08-02,41-11-17-45-34-37,"82,260,852.20",0
Mega Lotto 6/45,2019-08-02,29-15-19-07-24-13,"9,043,369.80",1
4D Lotto,2019-08-02,6-9-8-9,"67,788.00",11
Super Lotto 6/49,2019-08-01,40-30-38-27-49-39,"26,413,333.80",0
Lotto 6/42,2019-08-01,01-02-39-14-18-31,"37,543,668.00",0
6D Lotto,2019-08-01,2-5-4-1-6-2,"1,470,236.76",0
Mega Lotto 6/45,2019-07-31,05-14-39-21-20-18,"8,910,000.00",0
Grand Lotto 6/55,2019-07-31,52-29-33-05-40-03,"65,520,971.00",0
4D Lotto,2019-07-31,0-1-6-5,"40,479.00",12
Ultra Lotto 6/58,2019-07-30,03-16-08-02-53-10,"78,823,541.00",0
Super Lotto 6/49,2019-07-30,12-39-33-43-17-23,"24,091,019.80",0
Lotto 6/42,2019-07-30,30-09-22-41-35-11,"33,986,540.40",0
6D Lotto,2019-07-30,5-1-4-1-1-6,"1,234,634.38",0
Mega Lotto 6/45,2019-07-29,18-27-44-32-11-22,"8,910,000.00",0
Grand Lotto 6/55,2019-07-29,53-28-15-41-03-45,"63,476,504.00",0
4D Lotto,2019-07-29,1-0-6-2,0.00,0
Ultra Lotto 6/58,2019-07-28,53-56-03-34-46-52,"78,768,843.20",0
Super Lotto 6/49,2019-07-28,24-03-32-48-19-13,"24,045,368.80",0
Lotto 6/42,2019-07-27,31-17-16-05-09-32,"33,928,701.20",0
Grand Lotto 6/55,2019-07-27,28-39-23-45-20-53,"63,402,151.40",0
6D Lotto,2019-07-27,7-6-3-3-3-4,"1,184,634.38",0
Ultra Lotto 6/58,2019-07-26,19-31-46-50-55-11,"78,631,885.80",0
Mega Lotto 6/45,2019-07-26,30-01-15-38-43-41,"8,910,000.00",0
4D Lotto,2019-07-26,9-9-9-9,"10,000.00",139
Super Lotto 6/49,2019-07-25,47-25-30-07-34-24,"23,836,320.40",0
Lotto 6/42,2019-07-25,03-22-27-13-10-32,"33,487,539.40",0
6D Lotto,2019-07-25,9-5-5-6-8-7,"1,134,634.38",0
Mega Lotto 6/45,2019-07-24,25-40-33-35-14-45,"8,910,000.00",0
Grand Lotto 6/55,2019-07-24,23-27-41-16-24-26,"62,851,556.80",0
4D Lotto,2019-07-24,6-1-8-6,"141,970.00",5
Ultra Lotto 6/58,2019-07-23,26-08-20-31-17-14,"74,947,537.80",0
Super Lotto 6/49,2019-07-23,32-06-33-17-42-29,"21,514,450.20",0
Lotto 6/42,2019-07-23,07-22-01-30-04-32,"29,779,054.00",0
6D Lotto,2019-07-23,2-1-2-0-4-3,"752,162.02",0
Mega Lotto 6/45,2019-07-22,07-25-04-23-11-08,"8,910,000.00",3
Grand Lotto 6/55,2019-07-22,34-37-40-21-04-05,"59,532,511.60",0
4D Lotto,2019-07-22,8-1-8-9,"28,237.00",23
Ultra Lotto 6/58,2019-07-21,06-17-16-03-26-34,"72,334,120.60",0
Super Lotto 6/49,2019-07-21,36-33-49-20-31-47,"19,696,835.40",0
Lotto 6/42,2019-07-20,23-38-08-01-05-24,"26,561,586.40",0
Grand Lotto 6/55,2019-07-20,53-48-04-36-30-21,"56,426,222.20",0
6D Lotto,2019-07-20,0-8-8-0-1-0,"702,162.02",0
Ultra Lotto 6/58,2019-07-19,47-31-12-22-32-23,"69,367,907.00",0
Mega Lotto 6/45,2019-07-19,15-39-35-34-11-10,"8,910,000.00",0
4D Lotto,2019-07-19,1-0-2-8,"10,000.00",146
Super Lotto 6/49,2019-07-18,20-26-21-35-11-45,"17,118,013.00",0
Lotto 6/42,2019-07-18,29-16-14-25-19-38,"23,294,059.00",0
6D Lotto,2019-07-18,8-6-8-3-5-6,"514,673.64",0
Mega Lotto 6/45,2019-07-17,11-45-08-43-25-33,"113,065,050.00",1
Grand Lotto 6/55,2019-07-17,20-08-07-34-32-06,"53,397,150.60",0
4D Lotto,2019-07-17,0-2-8-4,"53,224.00",14
Ultra Lotto 6/58,2019-07-16,53-24-58-55-18-21,"66,009,300.00",0
Super Lotto 6/49,2019-07-16,01-25-03-18-19-16,"15,840,000.00",0
Lotto 6/42,2019-07-16,36-25-39-19-18-38,"20,016,913.40",0
6D Lotto,2019-07-16,6-5-2-2-5-2,"224,021.42",0
Mega Lotto 6/45,2019-07-15,29-31-20-05-34-03,"106,271,243.20",0
Grand Lotto 6/55,2019-07-15,43-39-27-50-40-24,"51,038,476.80",0
4D Lotto,2019-07-15,7-2-0-6,"55,878.00",11
Ultra Lotto 6/58,2019-07-14,20-18-54-47-39-42,"63,694,691.60",0
Super Lotto 6/49,2019-07-14,37-02-31-03-42-34,"15,840,000.00",0
Lotto 6/42,2019-07-13,34-28-07-02-08-15,"17,253,136.00",0
Grand Lotto 6/55,2019-07-13,38-24-04-19-11-44,"48,648,854.00",0
6D Lotto,2019-07-13,2-5-0-5-4-2,"4,088,981.00",1
Ultra Lotto 6/58,2019-07-12,19-16-20-27-03-32,"60,915,031.80",0
Mega Lotto 6/45,2019-07-12,09-10-05-39-41-35,"99,340,904.40",0
4D Lotto,2019-07-12,4-4-1-8,"31,494.00",11
Super Lotto 6/49,2019-07-11,48-24-02-04-40-41,"15,840,000.00",0
Lotto 6/42,2019-07-11,10-07-05-24-34-25,"14,385,860.60",0
6D Lotto,2019-07-11,9-7-4-1-8-4,"3,731,810.54",0
Mega Lotto 6/45,2019-07-10,13-39-08-36-06-32,"93,240,241.60",0
Grand Lotto 6/55,2019-07-10,07-43-19-51-25-21,"45,741,023.60",0
4D Lotto,2019-07-10,7-8-9-3,"38,583.00",21
Ultra Lotto 6/58,2019-07-09,09-29-53-47-19-27,"58,449,488.40",0
Super Lotto 6/49,2019-07-09,26-42-22-17-33-36,"15,840,000.00",0
Lotto 6/42,2019-07-09,04-22-12-38-03-01,"11,697,977.40",0
6D Lotto,2019-07-09,1-3-3-8-1-9,"3,238,471.36",0
Mega Lotto 6/45,2019-07-08,09-30-10-31-41-26,"87,335,683.60",0
Grand Lotto 6/55,2019-07-08,03-01-17-12-27-05,"43,369,112.20",0
4D Lotto,2019-07-08,9-7-7-8,"33,844.00",18
Ultra Lotto 6/58,2019-07-07,07-11-04-51-10-53,"56,052,581.80",0
Super Lotto 6/49,2019-07-07,37-09-38-17-11-33,"15,840,000.00",0
Lotto 6/42,2019-07-06,29-12-35-11-10-17,"9,327,939.00",0
Grand Lotto 6/55,2019-07-06,41-17-49-26-29-27,"41,027,395.60",0
6D Lotto,2019-07-06,9-1-0-9-6-7,"3,188,471.36",0
Ultra Lotto 6/58,2019-07-05,40-14-12-52-16-18,"53,190,707.40",0
Mega Lotto 6/45,2019-07-05,23-14-10-11-45-37,"81,361,180.80",0
4D Lotto,2019-07-05,2-4-6-2,"33,418.00",22
Super Lotto 6/49,2019-07-04,32-01-18-26-31-30,"15,840,000.00",0
Lotto 6/42,2019-07-04,25-01-05-19-22-38,"6,982,110.80",0
6D Lotto,2019-07-04,0-0-6-1-3-5,"2,833,878.10",0
Mega Lotto 6/45,2019-07-03,12-38-14-24-29-20,"75,988,063.60",0
Grand Lotto 6/55,2019-07-03,11-39-13-41-37-32,"38,264,755.60",0
4D Lotto,2019-07-03,4-6-5-9,"28,203.00",22
Ultra Lotto 6/58,2019-07-02,57-38-19-35-23-04,"50,840,684.00",0
Super Lotto 6/49,2019-07-02,28-24-26-18-22-19,"58,865,965.40",1
Lotto 6/42,2019-07-02,18-08-31-16-28-37,"5,940,000.00",0
6D Lotto,2019-07-02,2-6-6-4-4-5,"2,450,504.04",0
Mega Lotto 6/45,2019-07-01,43-32-44-35-20-04,"70,983,638.40",0
Grand Lotto 6/55,2019-07-01,05-39-50-45-41-43,"36,132,411.00",0
4D Lotto,2019-07-01,3-1-6-6,"69,788.00",10
Ultra Lotto 6/58,2019-06-30,06-23-15-55-21-16,"49,500,000.00",0
Super Lotto 6/49,2019-06-30,17-20-33-29-39-19,"55,512,398.20",0
Lotto 6/42,2019-06-29,26-28-07-18-13-10,"5,940,000.00",0
Grand Lotto 6/55,2019-06-29,18-14-37-45-23-20,"34,080,887.00",0
6D Lotto,2019-06-29,3-1-0-4-4-0,"2,030,599.86",0
Ultra Lotto 6/58,2019-06-28,10-04-52-18-37-16,"49,500,000.00",0
Mega Lotto 6/45,2019-06-28,32-16-18-24-04-34,"66,285,732.00",0
4D Lotto,2019-06-28,4-4-0-4,"25,877.00",25
Super Lotto 6/49,2019-06-27,07-35-24-04-20-19,"51,640,171.80",0
Lotto 6/42,2019-06-27,19-31-28-20-16-03,"44,415,837.20",1
6D Lotto,2019-06-27,7-4-2-6-7-6,"1,942,920.22",0
Mega Lotto 6/45,2019-06-26,40-18-14-19-12-09,"61,966,065.40",0
Grand Lotto 6/55,2019-06-26,52-03-11-27-06-51,"31,522,995.60",0
4D Lotto,2019-06-26,3-4-3-6,"37,922.00",18
Ultra Lotto 6/58,2019-06-25,36-49-27-55-32-33,"49,500,000.00",0
Super Lotto 6/49,2019-06-25,47-21-35-48-17-29,"48,800,272.40",0
Lotto 6/42,2019-06-25,40-17-20-26-21-28,"41,110,643.00",0
6D Lotto,2019-06-25,6-2-7-7-3-3,"1,675,855.20",0
Mega Lotto 6/45,2019-06-24,07-27-40-13-03-26,"57,750,070.80",0
Grand Lotto 6/55,2019-06-24,40-48-29-52-09-18,"29,700,000.00",0
4D Lotto,2019-06-24,9-3-1-0,"24,305.00",12
Ultra Lotto 6/58,2019-06-23,43-36-07-24-41-55,"49,500,000.00",0
Super Lotto 6/49,2019-06-23,38-04-32-39-30-31,"46,409,696.00",0
Lotto 6/42,2019-06-22,39-27-01-09-21-23,"38,006,967.60",0
Grand Lotto 6/55,2019-06-22,29-38-22-13-15-01,"29,700,000.00",0
6D Lotto,2019-06-22,0-2-7-9-6-0,"1,477,418.66",0
Ultra Lotto 6/58,2019-06-21,56-52-43-06-53-25,"49,500,000.00",0
Mega Lotto 6/45,2019-06-21,31-11-32-02-14-45,"53,524,028.40",0
4D Lotto,2019-06-21,5-8-2-5,"10,000.00",73
Super Lotto 6/49,2019-06-20,11-31-26-29-48-02,"43,032,201.60",0
Lotto 6/42,2019-06-20,08-29-42-06-25-36,"34,375,805.60",0
6D Lotto,2019-06-20,8-5-1-3-3-8,"1,228,533.76",0
Mega Lotto 6/45,2019-06-19,37-18-01-11-43-34,"49,553,089.60",0
Grand Lotto 6/55,2019-06-19,53-41-16-05-20-48,"29,700,000.00",0
4D Lotto,2019-06-19,2-3-7-3,"20,685.00",34
Ultra Lotto 6/58,2019-06-18,18-05-43-11-58-44,"49,500,000.00",0
Super Lotto 6/49,2019-06-18,09-37-44-30-12-48,"40,291,458.40",0
Lotto 6/42,2019-06-18,09-02-42-01-20-04,"31,424,598.00",0
6D Lotto,2019-06-18,6-5-8-0-2-3,"924,930.94",0
Mega Lotto 6/45,2019-06-17,30-37-25-12-07-06,"45,581,084.80",0
Grand Lotto 6/55,2019-06-17,39-14-27-37-11-23,"29,700,000.00",0
4D Lotto,2019-06-17,0-1-6-7,"46,573.00",14
Ultra Lotto 6/58,2019-06-16,58-33-46-24-25-37,"49,500,000.00",0
Super Lotto 6/49,2019-06-16,43-42-44-49-34-03,"37,886,188.80",0
Lotto 6/42,2019-06-15,25-40-42-31-37-03,"28,453,993.20",0
Grand Lotto 6/55,2019-06-15,01-40-03-05-17-07,"29,700,000.00",0
6D Lotto,2019-06-15,8-8-4-7-9-2,"632,486.32",0
Ultra Lotto 6/58,2019-06-14,04-27-57-46-13-07,"49,500,000.00",0
Mega Lotto 6/45,2019-06-14,43-08-02-20-06-42,"41,593,615.00",0
4D Lotto,2019-06-14,7-2-5-0,"41,679.00",15
Super Lotto 6/49,2019-06-13,32-04-05-29-47-06,"34,558,748.80",0
Lotto 6/42,2019-06-13,17-32-12-02-19-01,"25,083,695.60",0
6D Lotto,2019-06-13,8-9-6-4-7-0,"262,713.56",0
Mega Lotto 6/45,2019-06-12,09-23-01-28-06-43,"38,027,758.80",0
Grand Lotto 6/55,2019-06-12,22-53-20-34-16-38,"29,700,000.00",0
4D Lotto,2019-06-12,0-8-8-9,"71,305.00",8
Ultra Lotto 6/58,2019-06-11,53-40-48-21-13-57,"49,500,000.00",0
Super Lotto 6/49,2019-06-11,15-01-30-10-09-48,"31,656,991.00",0
Lotto 6/42,2019-06-11,07-36-35-27-19-08,"22,160,793.20",0
6D Lotto,2019-06-11,3-6-1-6-7-3,"273,814.00",1
Mega Lotto 6/45,2019-06-10,21-34-39-13-25-17,"34,450,585.40",0
Grand Lotto 6/55,2019-06-10,39-01-55-23-31-45,"29,700,000.00",0
4D Lotto,2019-06-10,6-3-9-0,"52,236.00",15
Ultra Lotto 6/58,2019-06-09,23-45-34-52-16-31,"49,500,000.00",0
Super Lotto 6/49,2019-06-09,33-19-10-30-40-39,"29,319,347.40",0
Lotto 6/42,2019-06-08,08-25-40-05-07-11,"19,467,360.40",0
Grand Lotto 6/55,2019-06-08,26-34-39-52-22-47,"29,700,000.00",0
6D Lotto,2019-06-08,2-1-0-7-1-6,"12,805,775.00",1
Ultra Lotto 6/58,2019-06-07,35-24-32-02-56-30,"49,500,000.00",0
Mega Lotto 6/45,2019-06-07,06-20-45-01-28-19,"30,811,848.80",0
4D Lotto,2019-06-07,4-6-3-5,"71,376.00",10
Super Lotto 6/49,2019-06-06,19-16-36-08-38-12,"26,447,506.80",0
Lotto 6/42,2019-06-06,37-20-17-36-34-12,"16,623,847.00",0
6D Lotto,2019-06-06,2-5-8-4-3-0,"12,755,775.48",0
Mega Lotto 6/45,2019-06-05,13-23-31-16-32-10,"27,641,473.60",0
Grand Lotto 6/55,2019-06-05,22-38-16-05-46-29,"29,700,000.00",0
4D Lotto,2019-06-05,0-7-0-7,"19,272.00",32
Ultra Lotto 6/58,2019-06-04,50-03-54-07-26-29,"49,500,000.00",0
Super Lotto 6/49,2019-06-04,45-13-12-15-25-03,"23,639,193.80",0
Lotto 6/42,2019-06-04,37-04-09-41-21-14,"14,071,088.60",0
6D Lotto,2019-06-04,5-5-2-3-9-6,"12,478,426.70",0
Mega Lotto 6/45,2019-06-03,43-04-13-45-21-32,"24,587,686.40",0
Grand Lotto 6/55,2019-06-03,30-03-52-49-05-41,"29,700,000.00",0
4D Lotto,2019-06-03,7-2-4-3,"37,774.00",20
Ultra Lotto 6/58,2019-06-02,54-05-13-56-28-37,"49,500,000.00",0
Super Lotto 6/49,2019-06-02,09-46-28-45-01-16,"21,484,141.00",0
Lotto 6/42,2019-06-01,19-32-25-06-09-40,"11,760,700.00",0
Grand Lotto 6/55,2019-06-01,19-01-15-17-43-48,"29,700,000.00",0
6D Lotto,2019-06-01,6-6-8-3-8-3,"12,051,102.86",0
Ultra Lotto 6/58,2019-05-31,33-04-38-35-56-47,"49,500,000.00",0
Mega Lotto 6/45,2019-05-31,05-21-44-25-28-02,"21,607,258.60",0
4D Lotto,2019-05-31,6-3-7-1,"10,000.00",83
Super Lotto 6/49,2019-05-30,13-42-33-45-21-46,"18,705,435.80",0
Lotto 6/42,2019-05-30,16-04-26-09-30-32,"9,161,025.80",0
6D Lotto,2019-05-30,0-0-5-1-4-6,"11,533,286.78",0
Mega Lotto 6/45,2019-05-29,45-37-13-09-44-16,"18,640,988.80",0
Grand Lotto 6/55,2019-05-29,20-51-33-13-44-54,"29,700,000.00",0
4D Lotto,2019-05-29,7-1-3-1,"36,928.00",11
Ultra Lotto 6/58,2019-05-28,18-16-45-27-17-44,"49,500,000.00",0
Super Lotto 6/49,2019-05-28,10-36-47-43-42-34,"15,903,826.40",0
Lotto 6/42,2019-05-28,15-18-32-30-08-06,"6,897,700.60",0
6D Lotto,2019-05-28,4-7-3-5-9-2,"11,078,102.66",0
Mega Lotto 6/45,2019-05-27,30-41-38-33-32-20,"15,892,709.60",0
Grand Lotto 6/55,2019-05-27,02-04-06-08-24-01,"210,795,849.60",1
4D Lotto,2019-05-27,8-1-1-4,"25,924.00",19
Ultra Lotto 6/58,2019-05-26,46-28-04-05-45-09,"49,500,000.00",0
Super Lotto 6/49,2019-05-26,14-01-04-05-10-40,"15,840,000.00",0
Lotto 6/42,2019-05-25,04-02-09-19-34-07,"5,940,000.00",0
Grand Lotto 6/55,2019-05-25,02-09-49-21-24-11,"203,796,290.00",0
6D Lotto,2019-05-25,4-1-8-5-0-5,"10,524,477.06",0
Ultra Lotto 6/58,2019-05-24,34-18-17-57-04-20,"49,500,000.00",0
Mega Lotto 6/45,2019-05-24,30-26-21-13-33-11,"13,399,845.40",0
4D Lotto,2019-05-24,6-1-3-4,"69,429.00",10
Super Lotto 6/49,2019-05-23,40-42-05-37-09-36,"15,840,000.00",0
Lotto 6/42,2019-05-23,37-28-09-21-33-13,"5,940,000.00",0
6D Lotto,2019-05-23,3-2-4-8-3-6,"10,094,984.94",0
Mega Lotto 6/45,2019-05-22,33-40-02-35-08-14,"10,892,883.80",0
Grand Lotto 6/55,2019-05-22,09-46-35-51-43-08,"196,724,645.20",0
4D Lotto,2019-05-22,8-0-9-4,"181,083.00",4
Ultra Lotto 6/58,2019-05-21,19-09-35-24-20-07,"49,500,000.00",0
Super Lotto 6/49,2019-05-21,28-15-23-44-05-46,"15,840,000.00",0
Lotto 6/42,2019-05-21,19-34-25-01-04-13,"107,289,200.80",1
6D Lotto,2019-05-21,4-2-6-0-1-8,"9,647,415.98",0
Mega Lotto 6/45,2019-05-20,31-07-35-03-30-18,"8,910,000.00",0
Grand Lotto 6/55,2019-05-20,06-33-54-42-36-41,"190,755,746.00",0
